Urdu_Idiom,English_Meaning,Best_Match,Similarity,ai_sentence,Idiomatic_Sent,Translation_Instruction,Urdu_Sentence_3.5,Urdu_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
بزدل,HEN-HEARTED,chicken-hearted,0.8641202449798584,yes,"Despite his tough exterior, John revealed his chicken-hearted nature when it came to confronting his boss about the unfair workload.","'بزدل' means 'chicken-hearted'. Given the above knowledge translate the following sentence to Urdu: 'Despite his tough exterior, John revealed his chicken-hearted nature when it came to confronting his boss about the unfair workload.'",جان نے اپنے بوس کے ساتھ غیر منصفانہ ورک لوڈ کے بارے میں بات چیت کرنے کے موقع پر اپنا بزدل پس منظر ظاہر کیا۔,اپنے سخت مزاج کے باوجود، جان نے اپنے بزدلانہ فطرت کا انکشاف کیا جب بات آئی اپنے باس سے غیر منصفانہ کام کے بوجھ کے بارے میں بات کرنے کی۔,3.0,3.0,3.0,3.0
امیر اور غریب ۔ اوپر نیچے ۔ ہر طرف,HIGH AND LOW,high and low,1.0,yes,"I searched high and low for my missing keys, but they were nowhere to be found.","'امیر اور غریب ۔ اوپر نیچے ۔ ہر طرف' means 'high and low'. Given the above knowledge translate the following sentence to Urdu: 'I searched high and low for my missing keys, but they were nowhere to be found.'",میری گمشدہ چابیوں کے لئے میں نے اوپر نیچے تلاش کی، لیکن وہ کہیں نہیں ملیں۔,میں نے اپنی گمشدہ چابیاں امیر اور غریب، اوپر نیچے، ہر طرف ڈھونڈیں، لیکن وہ کہیں نہیں ملیں۔,3.0,1.0,3.0,1.0
فیشن ایبل ۔ معاشرے کی زندگی,HIGH HAND,upper hand,0.8832101821899414,no,The home team got the upper hand when their opponents ' star quarterback went out with an injury ..,'فیشن ایبل ۔ معاشرے کی زندگی' means 'upper hand'. Given the above knowledge translate the following sentence to Urdu: 'The home team got the upper hand when their opponents ' star quarterback went out with an injury ..',گھریلو ٹیم کو فیشن ایبل مل گیا جب ان کے مقابلہ کار ٹیم کا اسٹار کوارٹر باک انجری کی وجہ سے باہر چلا گیا۔,جب مخالف ٹیم کے سٹار کوارٹر بیک چوٹ کی وجہ سے باہر ہو گیا تو ہوم ٹیم کو فیشن ایبل ۔ معاشرے کی زندگی مل گئی۔,2.0,1.0,1.0,1.0
عمل کا وقت,HIGH TIME,high time,1.0,yes,It's high time we addressed the issues that have been plaguing our community for years.,'عمل کا وقت' means 'high time'. Given the above knowledge translate the following sentence to Urdu: 'It's high time we addressed the issues that have been plaguing our community for years.',ہمیں وقت کا عمل ہے کہ ہم ان مسائل کا حل کریں جو ہماری کمیونٹی کو سالوں سے پریشان کر رہی ہیں۔,یہ عمل کا وقت ہے کہ ہم ان مسائل کو حل کریں جو سالوں سے ہماری کمیونٹی کو پریشان کر رہے ہیں۔,3.0,3.0,1.0,1.0
مطلوبہ مقصد حاصل کرنا,HIT THE NAIL ON THE HEAD,hit the nail on the head,0.9999999403953552,no,Stephen hit the nail on the head when he said that what the company was lacking in was clear vision and focus .,'مطلوبہ مقصد حاصل کرنا' means 'hit the nail on the head'. Given the above knowledge translate the following sentence to Urdu: 'Stephen hit the nail on the head when he said that what the company was lacking in was clear vision and focus .',اسٹیفن نے بالی کی سر پر ماری جب انہوں نے کہا کہ کمپنی کو واضح ویژن اور توجہ کی کمی تھی۔,اسٹیفن نے بالکل صحیح نکتہ اٹھایا جب اس نے کہا کہ کمپنی کو جس چیز کی کمی ہے وہ ہے واضح وژن اور توجہ۔,3.0,3.0,3.0,3.0
عشق کی آنکھیں نہیں ہوتیں,LOVE IS ALWAYS BLIND,love is blind,0.8758805990219116,yes,"Despite all their differences and the warnings from friends, they got married because love is blind.","'عشق کی آنکھیں نہیں ہوتیں' means 'love is blind'. Given the above knowledge translate the following sentence to Urdu: 'Despite all their differences and the warnings from friends, they got married because love is blind.'",ان کے تمام فرق اور دوستوں کی ہدایتوں کے باوجود انہوں نے شادی کر لی کیونکہ عشق کی آنکھیں نہیں ہوتیں۔,تمام اختلافات اور دوستوں کی تنبیہات کے باوجود، انہوں نے شادی کر لی کیونکہ عشق کی آنکھیں نہیں ہوتیں۔,3.0,3.0,3.0,3.0
دل لگا گدھی سے تو بری کیا چیز ہے ۔ پیار اندھا ہوتا ہے,LOVE IS BLIND,love is blind,1.0,yes,"Despite all her friends warning her about his flaws, she married him anyway, proving that love is blind.","'دل لگا گدھی سے تو بری کیا چیز ہے ۔ پیار اندھا ہوتا ہے' means 'love is blind'. Given the above knowledge translate the following sentence to Urdu: 'Despite all her friends warning her about his flaws, she married him anyway, proving that love is blind.'",ان کے دوستوں کی تمام ہنرمندیوں کے باوجود، اس نے اس سے شادی کرلی، جو ثابت کرتا ہے کہ پیار اندھا ہوتا ہے۔,اس کے تمام دوستوں نے اسے اس کی خامیوں کے بارے میں خبردار کیا، پھر بھی اس نے اس سے شادی کر لی، ثابت کرتے ہوئے کہ پیار اندھا ہوتا ہے۔,3.0,3.0,3.0,3.0
مجھ سے محبت کرنی ہے تو میری ہر چیز سے محبت کرنی پڑے گی,"LOVE ME, LOVE MY DOG","love me, love my dog",1.000000238418579,yes,"""If you're going to be with me, you need to accept that love me, love my dog.""","'مجھ سے محبت کرنی ہے تو میری ہر چیز سے محبت کرنی پڑے گی' means 'love me, love my dog'. Given the above knowledge translate the following sentence to Urdu: '""If you're going to be with me, you need to accept that love me, love my dog.""'","""اگر تم میرے ساتھ رہنا چاہتے ہو، تو یہ قبول کرنا ہوگا کہ مجھ سے محبت کرنی ہوگی تو میری ہر چیز سے محبت کرنی پڑے گی۔""","""اگر تم میرے ساتھ رہنا چاہتے ہو تو تمہیں یہ قبول کرنا پڑے گا کہ مجھ سے محبت کرنی ہے تو میری ہر چیز سے محبت کرنی پڑے گی۔""",3.0,3.0,2.0,3.0
گلے پڑا ڈھول بجانا !,MAKE A VIRTUE OF NECESSITY,make a virtue of necessity,1.0,yes,"When the company downsized, Sarah made a virtue of necessity by using her newfound free time to start her own successful consulting business.","'گلے پڑا ڈھول بجانا !' means 'make a virtue of necessity'. Given the above knowledge translate the following sentence to Urdu: 'When the company downsized, Sarah made a virtue of necessity by using her newfound free time to start her own successful consulting business.'",جب کمپنی نے کم کارمندی کی، سارہ نے اپنی نئی مفت وقت کا استعمال کر کے اپنی کامیاب مشاورت کی کاروبار شروع کر دی۔,جب کمپنی نے کمی کی، سارہ نے گلے پڑا ڈھول بجانے کا فائدہ اُٹھایا اور اپنے نئے ملنے والے فارغ وقت کو استعمال کرتے ہوئے اپنی کامیاب مشاورتی کاروبار شروع کی۔,2.0,3.0,1.0,2.0
بہتے دریا میں ہاتھ دھونا,MAKE HAY WHILE THE SUN SHINES,make hay while the sun shines,1.0,yes,She decided to make hay while the sun shines and finished all her outdoor tasks before the rain started.,'بہتے دریا میں ہاتھ دھونا' means 'make hay while the sun shines'. Given the above knowledge translate the following sentence to Urdu: 'She decided to make hay while the sun shines and finished all her outdoor tasks before the rain started.',وہ نے فیصلہ کیا کہ بہتے دریا میں ہاتھ دھونا ہے اور برسات شروع ہونے سے پہلے اپنے تمام باہر کے کام ختم کر دیے۔,اس نے فیصلہ کیا کہ بہتے دریا میں ہاتھ دھو لے اور بارش شروع ہونے سے پہلے اپنے سارے باہر کے کام نمٹا لیے۔,2.0,2.0,3.0,3.0
بہتی گنگا میں ہاتھ دھولو - وقت کو غنیمت جانو,MAKE HAY WHILE THE SUN SHINES,make hay while the sun shines,1.0,yes,She decided to make hay while the sun shines and took on extra work during the busy season to save money for her vacation.,'بہتی گنگا میں ہاتھ دھولو - وقت کو غنیمت جانو' means 'make hay while the sun shines'. Given the above knowledge translate the following sentence to Urdu: 'She decided to make hay while the sun shines and took on extra work during the busy season to save money for her vacation.',وہ نے فیصلہ کیا کہ وقت کو غنیمت جانتے ہوئے اضافی کام لے لے اور مصروف موسم میں پیسے بچانے کے لئے مزید کام کرے۔,اس نے بہتی گنگا میں ہاتھ دھونے کا فیصلہ کیا اور مصروف موسم میں اضافی کام لے کر اپنی چھٹی کے لئے پیسے بچائے۔,2.0,2.0,3.0,3.0
بھر پور فائدہ اٹھانا,MAKE THE BEST OF,make the best of,1.0000001192092896,no,The sun was shining so he made the best of his day and went to the beach with his family .,'بھر پور فائدہ اٹھانا' means 'make the best of'. Given the above knowledge translate the following sentence to Urdu: 'The sun was shining so he made the best of his day and went to the beach with his family .',سورج چمک رہا تھا تو اس نے اپنے دن کا بھر پور فائدہ اٹھایا اور اپنے خاندان کے ساتھ ساحل پر چلا گیا۔,سورج چمک رہا تھا، اس نے اپنے دن کا بھرپور فائدہ اٹھایا اور اپنے خاندان کے ساتھ ساحل سمندر پر چلا گیا۔,3.0,3.0,3.0,3.0
جیسے کام نکلے ۔ نکالو !,MAKE YOUR HAY AS BEST YOU MAY,make hay,0.8024934530258179,yes,"With the sun shining brightly and a clear forecast for the week, the farmer decided to make hay while the good weather lasted.","'جیسے کام نکلے ۔ نکالو !' means 'make hay'. Given the above knowledge translate the following sentence to Urdu: 'With the sun shining brightly and a clear forecast for the week, the farmer decided to make hay while the good weather lasted.'",سورج چمکتے ہوئے اور ہفتے کے لیے صاف پیشگوئی کے ساتھ، کسان نے فیصلہ کیا کہ اچھے موسم کے دوران گھاس کٹوائے۔,سورج چمک رہا تھا اور ہفتے کے لیے صاف موسم کی پیشگوئی تھی، کسان نے فیصلہ کیا کہ جیسے کام نکلے ۔ نکالو!,1.0,1.0,1.0,1.0
دوسرے کا کام جاری رکھنا,FOLLOW ON FOLLOW SUIT,follow suit,0.899849534034729,yes,"After seeing her friend donate to the charity, Emma decided to follow suit and contribute as well.","'دوسرے کا کام جاری رکھنا' means 'follow suit'. Given the above knowledge translate the following sentence to Urdu: 'After seeing her friend donate to the charity, Emma decided to follow suit and contribute as well.'",اپنی دوست کو خیرات میں دینے کے بعد، ایما نے فیصلہ کیا کہ اُسی طرح عمل کرے اور خیرات میں شرکت کرے۔,اپنی دوست کو خیرات میں عطیہ کرتے دیکھ کر، ایما نے بھی دوسرے کا کام جاری رکھنے اور اپنا حصہ ڈالنے کا فیصلہ کیا۔,3.0,3.0,3.0,1.0
سیدھے راستے پر چلنا,FOLLOW ONE'S NOSE,follow your nose,0.8621877431869507,yes,"When you're lost in a new city, sometimes it's best to follow your nose and trust your instincts.","'سیدھے راستے پر چلنا' means 'follow your nose'. Given the above knowledge translate the following sentence to Urdu: 'When you're lost in a new city, sometimes it's best to follow your nose and trust your instincts.'",جب آپ کسی نئے شہر میں گم ہو جاتے ہیں، کبھی کبھار بہتر ہوتا ہے کہ آپ اپنی سمجھ پر چل کر سیدھے راستے پر چلیں اور اپنی احساسوں پر اعتبار کریں۔,جب آپ کسی نئے شہر میں کھو جائیں تو کبھی کبھی سیدھے راستے پر چلنا اور اپنے وجدان پر بھروسہ کرنا ہی بہتر ہوتا ہے۔,3.0,2.0,1.0,2.0
ایسی بات جو کچھ سوچنے کا موقع دے,FOOD OF THOUGHT,food for thought,0.9389885663986206,yes,Her insightful comment on the project's long-term impact certainly gave me some food for thought.,'ایسی بات جو کچھ سوچنے کا موقع دے' means 'food for thought'. Given the above knowledge translate the following sentence to Urdu: 'Her insightful comment on the project's long-term impact certainly gave me some food for thought.',اس کے تجزیہ کرنے والی بیان نے بے شک مجھے کچھ سوچنے کا موقع دیا۔,اُس کا منصوبے کے طویل مدتی اثرات پر بصیرت افروز تبصرہ یقینی طور پر مجھے کچھ سوچنے کا موقع دے گیا۔,2.0,3.0,1.0,3.0
وقتی طور پر,FOR A TIME,for the time being,0.9036872386932372,yes,"For the time being, we'll have to wait for further instructions before proceeding.","'وقتی طور پر' means 'for the time being'. Given the above knowledge translate the following sentence to Urdu: 'For the time being, we'll have to wait for further instructions before proceeding.'",وقتی طور پر، ہمیں آگے بڑھنے سے پہلے مزید ہدایات کا انتظار کرنا ہوگا۔,وقتی طور پر، ہمیں آگے بڑھنے سے پہلے مزید ہدایات کا انتظار کرنا ہوگا۔,3.0,3.0,1.0,1.0
مستقل ملکیت کے طور پر ہمیشہ کے لیے,FOR KEEP,for keeps,0.9052859544754028,yes,"After winning the championship, they decided to keep the trophy for keeps.","'مستقل ملکیت کے طور پر ہمیشہ کے لیے' means 'for keeps'. Given the above knowledge translate the following sentence to Urdu: 'After winning the championship, they decided to keep the trophy for keeps.'",چیمپئن شپ جیتنے کے بعد، انہوں نے فیصلہ کیا کہ ٹرافی کو مستقل ملکیت کے طور پر رکھیں۔,چیمپئن شپ جیتنے کے بعد، انہوں نے ٹرافی کو مستقل ملکیت کے طور پر ہمیشہ کے لیے رکھنے کا فیصلہ کیا۔,3.0,3.0,1.0,1.0
لبھانے والی لیکن ممنوعہ شے,FORBIDDEN FRUIT,forbidden fruit,1.0,yes,The excitement of sneaking out past curfew made it feel like a taste of forbidden fruit.,'لبھانے والی لیکن ممنوعہ شے' means 'forbidden fruit'. Given the above knowledge translate the following sentence to Urdu: 'The excitement of sneaking out past curfew made it feel like a taste of forbidden fruit.',حد سے بعد باہر نکلنے کی جوش نے ایسا محسوس کیا جیسے ممنوعہ پھل کا ذائقہ ہو۔,کرفیو کے بعد چپکے سے باہر جانے کا جوش اسے لبھانے والی لیکن ممنوعہ شے کا مزہ دیتا تھا۔,3.0,3.0,3.0,3.0
چوری کا گُڑ میٹھا لاگے,FORBIDDEN FRUIT IS SWEETEST,forbidden fruit is always the sweetest,0.9403179883956908,no,The guy thinks that the forbidden fruit is always the sweetest and keeps asking her out even though she has refused him several times .,'چوری کا گُڑ میٹھا لاگے' means 'forbidden fruit is always the sweetest'. Given the above knowledge translate the following sentence to Urdu: 'The guy thinks that the forbidden fruit is always the sweetest and keeps asking her out even though she has refused him several times .',لڑکا سمجھتا ہے کہ چوری کا گُڑ میٹھا ہوتا ہے اور بار بار اسے پراسرار رکھنے والی لڑکی کو پوچھتا رہتا ہے، حالانکہ اس نے اسے بہت بار انکار کیا ہے۔,وہ لڑکا سوچتا ہے کہ چوری کا گُڑ میٹھا لاگتا ہے اور بار بار اسے باہر چلنے کو کہتا ہے حالانکہ وہ اسے کئی بار انکار کر چکی ہے۔,3.0,3.0,2.0,3.0
چوری کا گڑ میٹھا,FORBIDDEN FRUITS ARE SWEET,forbidden fruit is always the sweetest,0.8539520502090454,no,The guy thinks that the forbidden fruit is always the sweetest and keeps asking her out even though she has refused him several times .,'چوری کا گڑ میٹھا' means 'forbidden fruit is always the sweetest'. Given the above knowledge translate the following sentence to Urdu: 'The guy thinks that the forbidden fruit is always the sweetest and keeps asking her out even though she has refused him several times .',لڑکا سمجھتا ہے کہ چوری کا گڑ میٹھا ہوتا ہے اور اسے چند بار انکار کرنے کے باوجود بار بار اسے بلاتا رہتا ہے۔,وہ لڑکا سوچتا ہے کہ چوری کا گڑ میٹھا ہوتا ہے اور اسے بار بار ملنے کا کہتا ہے حالانکہ وہ اسے کئی بار انکار کر چکی ہے۔,3.0,3.0,3.0,3.0
قسمت بہادر آدمی کی کنیز ہے,FORTUNE FAVOURS THE BRAVE,fortune favours the bold,0.8336734771728516,no,He would have been married to the love of his life had he showed some courage back then because fortune favours the bold .,'قسمت بہادر آدمی کی کنیز ہے' means 'fortune favours the bold'. Given the above knowledge translate the following sentence to Urdu: 'He would have been married to the love of his life had he showed some courage back then because fortune favours the bold .',وہ اپنی زندگی کی محبت سے شادی کر چکا ہوتا اگر اس نے اس وقت شجاعت دکھائی ہوتی کیونکہ قسمت بہادر آدمی کی کنیز ہے۔,اگر اُس نے اُس وقت کچھ ہمت دکھائی ہوتی تو وہ اپنی محبت سے شادی کر چکا ہوتا کیونکہ قسمت بہادر آدمی کی کنیز ہے۔,3.0,3.0,3.0,3.0
جلدی کا نتیجہ ندامت ہے,MARRY IN HASTE AND REPENT AT LEISURE,"marry in haste, repent at leisure",0.9901739358901978,yes,"After their whirlwind romance, Sarah couldn't help but feel that the old adage ""marry in haste, repent at leisure"" was painfully accurate.","'جلدی کا نتیجہ ندامت ہے' means 'marry in haste, repent at leisure'. Given the above knowledge translate the following sentence to Urdu: 'After their whirlwind romance, Sarah couldn't help but feel that the old adage ""marry in haste, repent at leisure"" was painfully accurate.'","ان کی تیزی سے ہونے والی محبت کے بعد، سارہ کو محسوس ہوا کہ پرانا کہاوت ""جلدی کا نتیجہ ندامت ہے"" انتہائی درست ہے۔","ان کی طوفانی محبت کے بعد، سارہ کو یہ محسوس کرنے سے خود کو روک نہیں سکی کہ قدیم کہاوت ""جلدی کا نتیجہ ندامت ہے"" تکلیف دہ حد تک درست تھی۔",2.0,3.0,3.0,3.0
مرد مکان بناتا ہے ، لیکن گھر بسانا عورت کا ہی کام ہے,"MEN MAKE HOUSES, WOMEN MAKE HOMES","men make houses, women make homes",1.0,yes,"After buying their new house, John focused on the construction and repairs, while Emily decorated and added personal touches, embodying the saying ""men make houses, women make homes.""","'مرد مکان بناتا ہے ، لیکن گھر بسانا عورت کا ہی کام ہے' means 'men make houses, women make homes'. Given the above knowledge translate the following sentence to Urdu: 'After buying their new house, John focused on the construction and repairs, while Emily decorated and added personal touches, embodying the saying ""men make houses, women make homes.""'",جان نے اپنے نئے گھر خریدنے کے بعد توجہ تعمیر اور مرمت پر دی، جبکہ ایملی نے سجاوٹ کی اور شخصی مس ئل جوڑیں، جس نے کہا 'مرد مکان بناتا ہے ، لیکن گھر بسانا عورت کا ہی کام ہے' کو ظاہر کیا۔,"نیا مکان خریدنے کے بعد، جان نے تعمیر اور مرمت پر توجہ دی، جبکہ ایملی نے سجاوٹ کی اور ذاتی رنگ بھرے، یوں انہوں نے کہاوت ""مرد مکان بناتا ہے، لیکن گھر بسانا عورت کا ہی کام ہے"" کو حقیقت کا روپ دیا۔",3.0,3.0,2.0,3.0
اپنے کام سے کام رکھو,MIND YOUR OWN BUSINESS,mind your own business,0.9999999403953552,yes,"When Sarah asked about her neighbor's private matters, he curtly replied, ""Mind your own business.""","'اپنے کام سے کام رکھو' means 'mind your own business'. Given the above knowledge translate the following sentence to Urdu: 'When Sarah asked about her neighbor's private matters, he curtly replied, ""Mind your own business.""'","جب سارہ نے اپنے ہمسایہ کی نجی معلومات کے بارے میں سوال کیا، تو اس نے سختی سے جواب دیا، ""اپنے کام سے کام رکھو۔""","جب سارہ نے اپنے پڑوسی کے ذاتی معاملات کے بارے میں پوچھا تو اس نے سختی سے جواب دیا، ""اپنے کام سے کام رکھو۔""",3.0,3.0,3.0,3.0
بے فائدہ کا روپیہ,MONEY FOR JAM,money for jam,1.0,yes,Freelance writing is money for jam if you have a knack for it.,'بے فائدہ کا روپیہ' means 'money for jam'. Given the above knowledge translate the following sentence to Urdu: 'Freelance writing is money for jam if you have a knack for it.',فری لانس لکھائی بے فائدہ کا روپیہ ہے اگر آپ کا اس میں دلچسپی ہو۔,فری لانس لکھنا بے فائدہ کا روپیہ ہے اگر آپ کو اس کا ہنر آتا ہو۔,1.0,1.0,1.0,1.0
روپیہ سے ہی شادی ہوتی ہے,MONEY MAKES MARRIAGE,marry money,0.8049664497375488,yes,"Despite her accomplishments, many thought she only wanted to marry money.","'روپیہ سے ہی شادی ہوتی ہے' means 'marry money'. Given the above knowledge translate the following sentence to Urdu: 'Despite her accomplishments, many thought she only wanted to marry money.'",اُس کی کامیابیوں کے باوجود، بہت سے لوگ سمجھتے تھے کہ وہ صرف روپیہ سے ہی شادی کرنا چاہتی ہے۔,اُس کی کامیابیوں کے باوجود، بہت سے لوگوں کا خیال تھا کہ وہ صرف روپے سے ہی شادی کرنا چاہتی ہے۔,2.0,3.0,1.0,1.0
چہرے پہ اُداسی دکھائی دینا,PULL A LONG FACE,pull a face,0.8791749477386475,yes,"When she tasted the sour lemon, she couldn't help but pull a face.","'چہرے پہ اُداسی دکھائی دینا' means 'pull a face'. Given the above knowledge translate the following sentence to Urdu: 'When she tasted the sour lemon, she couldn't help but pull a face.'",جب اس نے کڑوے لیموں کا ذائقہ چکھا، تو وہ مسکرا کر اُداسی دکھائی دینے سے بچ نہ سکی۔,جب اس نے کھٹا لیموں چکھا، تو وہ چہرے پہ اُداسی دکھائے بغیر نہ رہ سکی۔,2.0,2.0,1.0,1.0
آنکھوں پر پٹی باندھنا,PULL DRAW THE WOOL OVER THE EYES,pull the wool over eyes,0.9514790773391724,no,I 'm not as dumb as you think ; do n't try to pull the wool over my eyes .,'آنکھوں پر پٹی باندھنا' means 'pull the wool over eyes'. Given the above knowledge translate the following sentence to Urdu: 'I 'm not as dumb as you think ; do n't try to pull the wool over my eyes .',میں اتنی بےوقوف نہیں ہوں جتنا تم سمجھتے ہو، میری آنکھوں پر پٹی باندھنے کی کوشش نہ کرو۔,میں اتنا بے وقوف نہیں ہوں جتنا تم سمجھتے ہو ؛ میری آنکھوں پر پٹی باندھنے کی کوشش مت کرو۔,3.0,3.0,3.0,3.0
جو جگہ لینے کی آرزو میں ہو اس پر قبضہ جما لو !,PUT YOUR FOOT DOWN WHERE YOU MEAN TO STAND,put your foot down,0.8387570381164551,yes,"Despite his kids' protests, John finally had to put his foot down and enforce the no-screens-after-dinner rule.","'جو جگہ لینے کی آرزو میں ہو اس پر قبضہ جما لو !' means 'put your foot down'. Given the above knowledge translate the following sentence to Urdu: 'Despite his kids' protests, John finally had to put his foot down and enforce the no-screens-after-dinner rule.'",اپنے بچوں کی مخالفت کے باوجود، جان نے آخرکار قدم جمایا اور رات کے بعد کوئی اسکرین کا استعمال کرنے کا قاعدہ لاگو کیا۔,بچوں کے احتجاج کے باوجود، جان کو آخرکار سختی سے پیش آنا پڑا اور رات کے کھانے کے بعد اسکرین نہ دیکھنے کا اصول نافذ کرنا پڑا۔,3.0,3.0,2.0,2.0
سب سے بھلی چُپ !,QUIETNESS IS BEST,quiet as a mouse,0.7331345081329346,yes,"During the meeting, she was quiet as a mouse, barely making a sound.","'سب سے بھلی چُپ !' means 'quiet as a mouse'. Given the above knowledge translate the following sentence to Urdu: 'During the meeting, she was quiet as a mouse, barely making a sound.'",میٹنگ کے دوران، وہ چُپ بھیڑیا کی طرح تھیں، مشکل سے کوئی آواز نکالتی ہوئی۔,میٹنگ کے دوران، وہ سب سے بھلی چُپ تھی، بمشکل کوئی آواز نکال رہی تھی۔,1.0,2.0,1.0,3.0
مُفت کی گاۓ کے دانت کون دیکھتا ہے ؟ مفت راچہ گفت,NEVER LOOK A GIFT HORSE IN THE MOUTH ?,don't look a gift horse in the mouth,0.8987573385238647,yes,"When my boss offered me tickets to the concert, I remembered not to look a gift horse in the mouth and accepted them gratefully.","'مُفت کی گاۓ کے دانت کون دیکھتا ہے ؟ مفت راچہ گفت' means 'don't look a gift horse in the mouth'. Given the above knowledge translate the following sentence to Urdu: 'When my boss offered me tickets to the concert, I remembered not to look a gift horse in the mouth and accepted them gratefully.'",جب میرے بوس نے کنسرٹ کے ٹکٹ مجھے دی تو میں نے یاد کیا کہ مفت کی گاۓ کے دانت کون دیکھتا ہے اور میں نے شکریہ سے قبول کر لئے۔,جب میرے باس نے مجھے کنسرٹ کے ٹکٹ پیش کیے، تو میں نے مُفت کی گاۓ کے دانت کون دیکھتا ہے یاد رکھا اور شکریہ کے ساتھ قبول کر لیے۔,3.0,3.0,2.0,1.0
کبھی کبھی دوگنی ۔ بہتر کرو بہتر پاو,NOW AND AGAIN AS MUCH AGAIN,now and then,0.7999057769775391,yes,I like to go hiking in the mountains now and then to clear my mind.,'کبھی کبھی دوگنی ۔ بہتر کرو بہتر پاو' means 'now and then'. Given the above knowledge translate the following sentence to Urdu: 'I like to go hiking in the mountains now and then to clear my mind.',میرے دماغ کو صاف کرنے کے لئے میں کبھی کبھی پہاڑوں میں ہائیکنگ کرنے کا شوق رکھتا ہوں۔,مجھے کبھی کبھی پہاڑوں میں پیدل سفر کرنا پسند ہے تاکہ میرا ذہن صاف ہو جائے۔,3.0,3.0,1.0,3.0
بغل میں چھری مُنہ میں رام رام,A WOLF IN LAMB'S CLOTHING,a wolf in sheep's clothing,0.9773615598678588,yes,"Despite his friendly demeanor, everyone soon realized he was a wolf in sheep's clothing.","'بغل میں چھری مُنہ میں رام رام' means 'a wolf in sheep's clothing'. Given the above knowledge translate the following sentence to Urdu: 'Despite his friendly demeanor, everyone soon realized he was a wolf in sheep's clothing.'",ان کے دوستانہ رویے کے باوجود، سب نے جلد ہی معلوم کیا کہ وہ بغل میں چھری مُنہ میں رام رام ہے۔,اپنے دوستانہ رویے کے باوجود، جلد ہی سب کو احساس ہوگیا کہ وہ بغل میں چھری مُنہ میں رام رام تھا۔,2.0,2.0,3.0,3.0
منافق,"A WOLF IN SHEEP,S CLOTHING",a wolf in sheep's clothing,0.994877815246582,yes,"Despite his friendly demeanor, many suspected he was a wolf in sheep's clothing, hiding his true intentions.","'منافق' means 'a wolf in sheep's clothing'. Given the above knowledge translate the following sentence to Urdu: 'Despite his friendly demeanor, many suspected he was a wolf in sheep's clothing, hiding his true intentions.'",اس کے دوستانہ طرز عمل کے باواجود، بہت سے لوگوں نے شک کیا کہ وہ ایک منافق ہے جو اپنی اصل مقصد چھپا رہا ہے۔,دوستانہ رویے کے باوجود، بہت سے لوگوں کو شک تھا کہ وہ منافق ہے، اپنی حقیقی نیت چھپا رہا ہے۔,3.0,3.0,1.0,3.0
فرشتہ کے روپ میں بھیڑیا,A WOLF IN THE GARB OF A LAMB,a wolf in sheep's clothing,0.9298622608184814,yes,"Despite his friendly demeanor, many soon realized he was a wolf in sheep's clothing, manipulating everyone for his own gain.","'فرشتہ کے روپ میں بھیڑیا' means 'a wolf in sheep's clothing'. Given the above knowledge translate the following sentence to Urdu: 'Despite his friendly demeanor, many soon realized he was a wolf in sheep's clothing, manipulating everyone for his own gain.'",اُس کے دوستانہ رویہ کے باوجود، بہت سے جلد ہی سمجھ گئے کے وہ فرشتہ کے روپ میں بھیڑیا تھا، سب کو اپنے مفاد کے لیے چھل کرنے والا۔,دوستانہ رویے کے باوجود، بہت سے لوگوں نے جلد ہی محسوس کیا کہ وہ فرشتہ کے روپ میں بھیڑیا ہے، جو اپنے فائدے کے لیے سب کو دھوکہ دے رہا ہے۔,3.0,2.0,3.0,3.0
ہاتھ کا دیا ہی کام آتا ہے ۔ نیکی کبھی نہ کبھی کام آتی ہے,CHARITY BEGINS AT HOME,charity begins at home,1.0,yes,"Before volunteering at the local shelter, John remembered that charity begins at home and helped his elderly neighbor with her groceries.","'ہاتھ کا دیا ہی کام آتا ہے ۔ نیکی کبھی نہ کبھی کام آتی ہے' means 'charity begins at home'. Given the above knowledge translate the following sentence to Urdu: 'Before volunteering at the local shelter, John remembered that charity begins at home and helped his elderly neighbor with her groceries.'",جب جان محلی شیلٹر میں رضاکارانہ مدد کرنے سے پہلے یاد رکھا کہ نیکی ہاتھ کا دیا ہی کام آتا ہے اور اپنی بزرگ پڑوسن کی کریوں میں مدد کی۔,مقامی پناہ گاہ میں رضاکارانہ خدمات انجام دینے سے پہلے، جان کو یاد آیا کہ ہاتھ کا دیا ہی کام آتا ہے اور اس نے اپنی بوڑھی پڑوسن کی خریداری میں مدد کی۔,2.0,2.0,1.0,1.0
