Idiomatic_Sent,Original_Idiom,Original_Meaning,high_similarity_chinese_idioms,Chinese_Idiom,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,Evaluation_KB_4,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
English is de facto the common language of much of the world today .,de facto,"existing in reality or in fact, though not officially established or legally recognized",,,"de facto' means 'existing in reality or in fact, though not officially established or legally recognized'. Given the above knowledge, translate this sentence to Chinese: 'English is de facto the common language of much of the world today .'.",英语今天实际上是世界上许多地方的共同语言。,英语实际上是当今世界上许多地方的通用语言。,,3.0,3,3,3
His inability to procure funding for his trial has really thrown a spanner in the works .,spanner in the works,an unexpected or disruptive obstacle or problem,,,"spanner in the works' means 'an unexpected or disruptive obstacle or problem'. Given the above knowledge, translate this sentence to Chinese: 'His inability to procure funding for his trial has really thrown a spanner in the works .'.",他无法为他的试验获得资金，这真的给整个计划搅了局。,他无法为他的试验筹集资金，确实让事情变得棘手。,,3.0,2,3,2
She fell head over heels in love with her tennis coach and they have decided to get married soon .,head over heels,being completely or deeply in love,一往情深 (0.72),一往情深,"'head over heels' means '一往情深'. Given the above knowledge, translate this sentence to Chinese: 'She fell head over heels in love with her tennis coach and they have decided to get married soon .'.",她一往情深地爱上了她的网球教练，他们决定很快结婚。,她对她的网球教练一往情深，他们决定很快结婚。,,3.0,3,2,2
The management was so focused on planning for the next year 's budget that they let this issue fall between the cracks .,fall between the cracks,to be overlooked or forgotten,,,"fall between the cracks' means 'to be overlooked or forgotten'. Given the above knowledge, translate this sentence to Chinese: 'The management was so focused on planning for the next year 's budget that they let this issue fall between the cracks .'.",管理层太专注于为明年的预算制定计划，以至于他们让这个问题被忽视了。,管理层如此专注于为明年的预算做计划，以至于他们让这个问题被忽视了。,,3.0,3,1,2
Having children has taught me that no man is an island .,no man is an island,Everyone is connected to others and cannot thrive or survive in isolation.,,,"no man is an island' means 'Everyone is connected to others and cannot thrive or survive in isolation.'. Given the above knowledge, translate this sentence to Chinese: 'Having children has taught me that no man is an island .'.",生孩子教会我，没有人是一座孤岛。,有了孩子让我明白了没有人是孤岛。,,3.0,3,3,3
"He tried to explain the rules of the game to me , but it was all Greek to me .",all Greek to me,something that is difficult or impossible to understand or comprehend,"心领神会 (0.71), 指不胜屈 (0.72), 神妙莫测 (0.75), 莫测高深 (0.77), 虚无缥缈 (0.78), 艰深晦涩 (0.79), 神鬼莫测 (0.72)",艰深晦涩,"'all Greek to me' means '艰深晦涩'. Given the above knowledge, translate this sentence to Chinese: 'He tried to explain the rules of the game to me , but it was all Greek to me .'.",他试图向我解释游戏规则，但对我来说，那些都是艰深晦涩的。,他试图向我解释游戏规则，但我完全听不懂。,,3.0,3,2,1
"I can see that you are busy with your own school work , so I 'll cut to the chase with my homework questions .",cut to the chase,get to the point or focus on the essential matter,,,"cut to the chase' means 'get to the point or focus on the essential matter'. Given the above knowledge, translate this sentence to Chinese: 'I can see that you are busy with your own school work , so I 'll cut to the chase with my homework questions .'.",我能看出你正忙于自己的学校作业，所以我会直入主题问我的作业问题。,我知道你忙着自己的学业，所以我就直接问我的作业问题了。,,3.0,3,3,3
"I tried to knock out the broken piece , but it seems like it 's stuck in there .",knock out,to defeat or overcome someone or something with great force or impact,"以力服人 (0.76), 杀人不见血 (0.76), 余勇可贾 (0.72), 穿云裂石 (0.72)",以力服人,"'knock out' means '以力服人'. Given the above knowledge, translate this sentence to Chinese: 'I tried to knock out the broken piece , but it seems like it 's stuck in there .'.",我试图以力服人那个损坏的零件，但好像它卡在那里了。,我试图敲掉那块碎片，但它似乎卡在那里了。,,1.0,3,1,3
He could n't attend the concert with his friends and He took a rain check instead .,take a rain check,"to decline an invitation or offer, but with the intention of accepting or participating at a later time",盛情难却 (0.75),改日再说,"'take a rain check' means '改日再说'. Given the above knowledge, translate this sentence to Chinese: 'He could n't attend the concert with his friends and He took a rain check instead .'.",他无法和朋友一起参加音乐会，于是改日再说。,他不能和朋友一起去听音乐会，所以他改日再说。,,2.0,2,3,3
The prime minister exercised carte blanche when he signed the orders for such a massive change in the country .,carte blanche,complete freedom or authority to act as one wishes,,,"carte blanche' means 'complete freedom or authority to act as one wishes'. Given the above knowledge, translate this sentence to Chinese: 'The prime minister exercised carte blanche when he signed the orders for such a massive change in the country .'.",总理在签署如此巨大的国家变革命令时行使了完全自由。,首相在签署如此大规模的国家变革命令时行使了完全的自由权。,,3.0,3,2,2
I have seen the way your boss praises your work and I am sure that a promotion is on the horizon .,on the horizon,likely to happen or appear soon,"指日可待 (0.76), 计日可待 (0.83)",指日可待,"'on the horizon' means '指日可待'. Given the above knowledge, translate this sentence to Chinese: 'I have seen the way your boss praises your work and I am sure that a promotion is on the horizon .'.",我看到你的老板对你的工作赞赏有加，我相信你即将晋升。,我看到你的老板如何赞扬你的工作，我相信升职指日可待。,,3.0,3,3,3
"She sings in a beautiful manner , her soft voice is music to my ears .",music to ears,something that is pleasing or gratifying to hear; good news or information that brings joy or relief,沁人心脾 (0.72),沁人心脾,"'music to ears' means '沁人心脾'. Given the above knowledge, translate this sentence to Chinese: 'She sings in a beautiful manner , her soft voice is music to my ears .'.",她以优美的方式唱歌，她柔和的声音让我沁人心脾。,她唱得很美妙，她柔和的声音沁人心脾。,,3.0,3,3,3
She was the apple of his eye .,apple of eye,someone or something that is cherished or highly valued,,,"apple of eye' means 'someone or something that is cherished or highly valued'. Given the above knowledge, translate this sentence to Chinese: 'She was the apple of his eye .'.",她是他眼中的掌上明珠。,她是他掌上明珠。,,3.0,3,3,3
I do not believe him and He has old habit of spinning yarns about his school days . ',spin a yarn,to tell a long and exaggerated story,,,"spin a yarn' means 'to tell a long and exaggerated story'. Given the above knowledge, translate this sentence to Chinese: 'I do not believe him and He has old habit of spinning yarns about his school days . ''.",我不相信他，他有一个老毛病，喜欢夸大他的学生时代的故事。,我不相信他，他有编造他上学时光的老习惯。,,3.0,3,2,2
"Last night , I met Sara for a pep talk because I had my interview the very next day .",pep talk,an inspirational or motivational speech or conversation aimed at boosting someone's morale or confidence,振奋人心 (0.73),振奋人心,"'pep talk' means '振奋人心'. Given the above knowledge, translate this sentence to Chinese: 'Last night , I met Sara for a pep talk because I had my interview the very next day .'.",昨晚，我和莎拉见面振奋人心，因为第二天就要面试了。,昨晚，我和萨拉见面进行了振奋人心的谈话，因为我第二天就要面试了。,,2.0,3,2,3
She expected her fiance to be all ears when she was telling him about the wedding plans .,all ears,eager to listen or hear something,俯首帖耳 (0.70),俯首帖耳,"'all ears' means '俯首帖耳'. Given the above knowledge, translate this sentence to Chinese: 'She expected her fiance to be all ears when she was telling him about the wedding plans .'.",她期望她的未婚夫在她向他讲述婚礼计划时，能俯首帖耳。,她希望她的未婚夫在听她讲婚礼计划时能俯首帖耳。,,3.0,3,1,1
Alex always speaks too soon ; he ends up apologising for his wrong assumptions .,speak too soon,to make a premature statement or prediction that turns out to be incorrect or premature,,,"speak too soon' means 'to make a premature statement or prediction that turns out to be incorrect or premature'. Given the above knowledge, translate this sentence to Chinese: 'Alex always speaks too soon ; he ends up apologising for his wrong assumptions .'.",亚历克斯总是说话太早；他最终为他错误的假设道歉。,亚历克斯总是说得太早；他最终为自己的错误假设道歉。,,1.0,2,3,3
Me being a linguist has stood me in good stead in my travels and adventures .,stand in a good stead,to be of great benefit or advantage to someone in the future,"顺手牵羊 (0.70), 顺水人情 (0.74), 渔人之利 (0.75), 大有裨益 (0.77), 龙跃凤鸣 (0.72), 凿壁借光 (0.73), 因利乘便 (0.72), 受益匪浅 (0.84)",大有裨益,"'stand in a good stead' means '大有裨益'. Given the above knowledge, translate this sentence to Chinese: 'Me being a linguist has stood me in good stead in my travels and adventures .'.",作为一名语言学家，在我的旅行和冒险中大有裨益。,作为一名语言学家对我的旅行和冒险大有裨益。,,3.0,3,3,3
Rebecca often chimes in conversations which seem relevant to her business .,chime in,"to join in a conversation or discussion, often interrupting or adding one's opinion or input",,,"chime in' means 'to join in a conversation or discussion, often interrupting or adding one's opinion or input'. Given the above knowledge, translate this sentence to Chinese: 'Rebecca often chimes in conversations which seem relevant to her business .'.",丽贝卡经常插话，在她认为与她的业务相关的对话中。,丽贝卡常常在与她的业务相关的对话中插话。,,3.0,3,3,3
Can you just keep your hair on when we meet them ? ',keep your hair on,to remain calm or composed,"安之若素 (0.81), 平心静气 (0.79), 从容不迫 (0.81), 泰然处之 (0.84), 泰然自若 (0.77), 神色自若 (0.83), 谈笑自若 (0.78), 好整以暇 (0.82), 不慌不忙 (0.87), 从容自若 (0.75), 坐怀不乱 (0.75), 坦然自若 (0.72), 纹风不动 (0.78), 从容自如 (0.84), 安然如故 (0.70), 寂然不动 (0.74), 神闲气定 (0.80), 文风不动 (0.77)",平心静气,"'keep your hair on' means '平心静气'. Given the above knowledge, translate this sentence to Chinese: 'Can you just keep your hair on when we meet them ? ''.",你能在见到他们时保持平心静气吗？,我们见到他们时，你能平心静气吗？,,3.0,3,3,3
"Their marriage was breaking apart , but the decided to hang in there and give it another chance .",hang in there,"to persevere, keep going, or stay determined despite difficulties or challenges","坚持不懈 (0.77), 持之以恒 (0.86), 锲而不舍 (0.73)",坚持不懈,"'hang in there' means '坚持不懈'. Given the above knowledge, translate this sentence to Chinese: 'Their marriage was breaking apart , but the decided to hang in there and give it another chance .'.",他们的婚姻岌岌可危，但他们决定坚持不懈，给彼此另一次机会。,他们的婚姻濒临破裂，但他们决定坚持不懈，再给一次机会。,,3.0,3,3,3
You 're going to have to take it on the chin when your father gets home and sees what you 've done .,take it on the chin,to accept or endure adversity or criticism without complaint or becoming discouraged,"忠言逆耳 (0.79), 逆来顺受 (0.72), 含垢纳污 (0.76)",逆来顺受,"'take it on the chin' means '逆来顺受'. Given the above knowledge, translate this sentence to Chinese: 'You 're going to have to take it on the chin when your father gets home and sees what you 've done .'.",当你父亲回家看到你做的事情时，你必须逆来顺受。,你爸爸回家看到你做的事时，你得逆来顺受。,,3.0,3,3,3
Robert always like to catch forty winks after the lunch .,forty winks,to take a short nap or quick sleep,,,"forty winks' means 'to take a short nap or quick sleep'. Given the above knowledge, translate this sentence to Chinese: 'Robert always like to catch forty winks after the lunch .'.",罗伯特总是喜欢在午饭后小睡一会儿。,罗伯特总是喜欢在午饭后打个盹。,,3.0,3,3,3
My parents drop by at least twice a week for supper .,drop by,to visit someone briefly and without making an appointment,,,"drop by' means 'to visit someone briefly and without making an appointment'. Given the above knowledge, translate this sentence to Chinese: 'My parents drop by at least twice a week for supper .'.",我父母每周至少会过来吃晚饭。,我父母每周至少来吃两次晚饭。,,3.0,3,3,1
We 've been travelling for quite some time and Let 's stop somewhere for a cup of joe .,cup of joe,a cup of coffee,,,"cup of joe' means 'a cup of coffee'. Given the above knowledge, translate this sentence to Chinese: 'We 've been travelling for quite some time and Let 's stop somewhere for a cup of joe .'.",我们已经旅行了相当长的时间，让我们在某个地方停下来喝杯咖啡。,我们已经旅行了很长时间了，让我们找个地方停下来喝杯咖啡吧。,,3.0,3,3,3
I can not be so cold hearted towards the people that I love so much .,cold hearted,lacking compassion or empathy; unfeeling or indifferent,"不近人情 (0.83), 漠不关心 (0.74), 无动于衷 (0.73), 麻木不仁 (0.74), 流水无情 (0.80), 恻隐之心 (0.76)",麻木不仁,"'cold hearted' means '麻木不仁'. Given the above knowledge, translate this sentence to Chinese: 'I can not be so cold hearted towards the people that I love so much .'.",我无法对我深爱的人那么麻木不仁。,我不能对我深爱的人如此麻木不仁。,,3.0,3,3,3
"3 years after her fall from grace , the girl who wanted to be an actress - she ended up being an assistant of the producer .",fall from grace,to lose favor or position of power and respect due to a moral or ethical failure,晚节不保 (0.72),晚节不保,"'fall from grace' means '晚节不保'. Given the above knowledge, translate this sentence to Chinese: '3 years after her fall from grace , the girl who wanted to be an actress - she ended up being an assistant of the producer .'.",三年后，那个想当演员的女孩晚节不保，最终成为了制片人的助理。,在她晚节不保的三年后，这个想成为演员的女孩最终变成了制片人的助理。,,3.0,3,1,1
Thinking about winning this race is a pie in the sky .,pie in the sky,something that is unrealistic or unlikely to happen,"杞人忧天 (0.80), 镜花水月 (0.71), 铁树开花 (0.81), 树上开花 (0.90)",镜花水月,"'pie in the sky' means '镜花水月'. Given the above knowledge, translate this sentence to Chinese: 'Thinking about winning this race is a pie in the sky .'.",想要赢得这场比赛是镜花水月。,想着赢得这场比赛就是镜花水月。,,3.0,3,3,3
I need to secure a bona fide statement of the intent to sell this place before I can put it up .,bona fide,authentic or genuine,真心实意 (0.78),真心实意,"'bona fide' means '真心实意'. Given the above knowledge, translate this sentence to Chinese: 'I need to secure a bona fide statement of the intent to sell this place before I can put it up .'.",我需要确保得到一份真心实意的出售意向声明，然后才能将这个地方挂出来。,在我能挂牌出售之前，我需要确保一份真心实意的出售意向声明。,,3.0,3,3,3
"We had a heavy lunch today , and now I am feeling a bit under the weather .",under the weather,feeling sick or unwell,昏昏欲睡 (0.70),昏昏欲睡,"'under the weather' means '昏昏欲睡'. Given the above knowledge, translate this sentence to Chinese: 'We had a heavy lunch today , and now I am feeling a bit under the weather .'.",今天我们吃了一顿很丰盛的午餐，现在我感觉有点昏昏欲睡。,今天我们吃了顿丰盛的午餐，现在我感觉有点昏昏欲睡。,,2.0,2,1,1
"Sara was not looking pretty at all , but she got the lion 's share of the attention of the audience in the fashion show .",lion's share,the largest or greatest portion or part of something,,,"lion's share' means 'the largest or greatest portion or part of something'. Given the above knowledge, translate this sentence to Chinese: 'Sara was not looking pretty at all , but she got the lion 's share of the attention of the audience in the fashion show .'.",萨拉在时装秀上一点也不漂亮，但她却得到了观众最多的关注。,尽管萨拉看起来一点都不漂亮，但她在时装秀中得到了观众最多的关注。,,3.0,3,1,1
Women are usually not able to work with his wild and woolly We prefer him to be clean shaved and neat in appearance .,wild and woolly,chaotic or unruly,"不可开交 (0.73), 乱七八糟 (0.76), 兵荒马乱 (0.87), 急风暴雨 (0.73), 拨乱反正 (0.76), 群魔乱舞 (0.83), 兴风作浪 (0.74), 兴妖作怪 (0.73), 辙乱旗靡 (0.79), 颠三倒四 (0.85), 乱作一团 (0.82), 狼烟四起 (0.74), 乌七八糟 (0.79), 混混沌沌 (0.89), 东歪西倒 (0.87), 乱七八遭 (0.79), 化零为整 (0.71), 声色犬马 (0.82), 纷纷扰扰 (0.71), 飞砂走石 (0.78), 浑浑沌沌 (0.90), 乱琼碎玉 (0.74), 混沌不分 (0.78)",兵荒马乱,"'wild and woolly' means '兵荒马乱'. Given the above knowledge, translate this sentence to Chinese: 'Women are usually not able to work with his wild and woolly We prefer him to be clean shaved and neat in appearance .'.",女人通常不喜欢与他那种兵荒马乱的男人一起工作，我们更希望他整洁干净。,女性通常无法忍受他那兵荒马乱的样子，我们更喜欢他干净利落、外表整洁。,,2.0,3,2,1
The bank provides round the clock services to the clients .,round the clock,"continuous or non-stop, without interruption or pause","马不停蹄 (0.95), 绵绵不绝 (0.78), 绵绵不断 (0.81), 接连不断 (0.86)",马不停蹄,"'round the clock' means '马不停蹄'. Given the above knowledge, translate this sentence to Chinese: 'The bank provides round the clock services to the clients .'.",银行为客户提供马不停蹄的服务。,银行为客户提供马不停蹄的服务。,,2.0,2,2,2
President Trump is known for his off the cuff tweets that often spark wide-spread controversy .,off the cuff,to speak or perform without any preparation or rehearsal,,,"off the cuff' means 'to speak or perform without any preparation or rehearsal'. Given the above knowledge, translate this sentence to Chinese: 'President Trump is known for his off the cuff tweets that often spark wide-spread controversy .'.",特朗普总统以他毫无准备的推文而出名，这些推文经常引发广泛的争议。,特朗普总统以他即兴的推文而闻名，这些推文往往引发广泛的争议。,,3.0,3,1,3
"If you want to start teaching English to grown-up kids , you need to be up on it else you 're going to be unable to clarify their doubts .",be up on,to be knowledgeable or informed about something,"满腹经纶 (0.71), 略知一二 (0.72), 博学洽闻 (0.79), 博学多闻 (0.79), 满腹珠玑 (0.74), 丈二和尚 (0.72), 无所不通 (0.75)",博学多闻,"'be up on' means '博学多闻'. Given the above knowledge, translate this sentence to Chinese: 'If you want to start teaching English to grown-up kids , you need to be up on it else you 're going to be unable to clarify their doubts .'.",如果你想开始教英语给大孩子，你需要博学多闻，否则你将无法澄清他们的疑惑。,如果你想开始教大孩子们英语，你需要在这方面博学多闻，否则你将无法解答他们的疑问。,,3.0,3,2,3
"To cure his addiction to video games , he decided to go cold turkey and gave his entire collection away .",cold turkey,"To quit or stop something abruptly, without gradual withdrawal or preparation",欲罢不能 (0.70),欲罢不能,"'cold turkey' means '欲罢不能'. Given the above knowledge, translate this sentence to Chinese: 'To cure his addiction to video games , he decided to go cold turkey and gave his entire collection away .'.",为了戒掉对视频游戏的瘾，他决定欲罢不能地把自己的整个收藏品都送人。,为了治愈他对电子游戏的上瘾，他决定欲罢不能，把他所有的游戏收藏都送人了。,,1.0,1,1,1
"Although she was envious of her friend 's successes , Linda appeared like she was full of beans over her friend 's promotion .",full of beans,"energetic, lively, or enthusiastic","如火如荼 (0.72), 慷慨激昂 (0.72), 气贯长虹 (0.80), 龙飞凤舞 (0.76), 兴高彩烈 (0.79), 活蹦乱跳 (0.78), 春风满面 (0.70), 生动活泼 (0.78), 热血沸腾 (0.71)",活蹦乱跳,"'full of beans' means '活蹦乱跳'. Given the above knowledge, translate this sentence to Chinese: 'Although she was envious of her friend 's successes , Linda appeared like she was full of beans over her friend 's promotion .'.",尽管琳达对她朋友的成功感到羡慕，但在朋友升职时，她看起来活蹦乱跳的。,尽管她对朋友的成功心生嫉妒，琳达看起来却对朋友的升职活蹦乱跳。,,3.0,3,3,2
Mark is just an in your face sort of a person and sometimes talks rough and He really means no harm .,in your face,confrontational or boldly aggressive; intentionally provocative or assertive,,,"in your face' means 'confrontational or boldly aggressive; intentionally provocative or assertive'. Given the above knowledge, translate this sentence to Chinese: 'Mark is just an in your face sort of a person and sometimes talks rough and He really means no harm .'.",马克只是一种直截了当的人，有时说话很粗鲁，但他并不是有意伤害。,马克就是那种咄咄逼人的人，有时候说话很粗鲁，但他真的没有恶意。,,3.0,3,2,3
Their website is under siege from cyber terrorists and,under siege,"to be experiencing intense pressure, attack, or criticism; to be in a situation of great difficulty or danger","强人所难 (0.74), 捉襟见肘 (0.73)",捉襟见肘,"'under siege' means '捉襟见肘'. Given the above knowledge, translate this sentence to Chinese: 'Their website is under siege from cyber terrorists and'.",他们的网站正遭受网络恐怖分子的攻击。,他们的网站正受到网络恐怖分子的捉襟见肘。,,3.0,1,3,1
"They wanted to keep the news under wraps to avoid a scandal , but someone on the inside sold them out .",sell someone out,"to betray or deceive someone, often for personal gain or advantage","偷梁换柱 (0.71), 欺人太甚 (0.73), 杀人越货 (0.71), 营私舞弊 (0.70), 坑绷拐骗 (0.76)",坑绷拐骗,"'sell someone out' means '坑绷拐骗'. Given the above knowledge, translate this sentence to Chinese: 'They wanted to keep the news under wraps to avoid a scandal , but someone on the inside sold them out .'.",他们想把这个消息保密以避免丑闻，但内部有人把他们给坑绷拐骗了。,他们想把消息保密以避免丑闻，但内部有人出卖了他们。,,2.0,3,1,3
Premier league players are in the cahoots with big business houses for more deals than just endorsing their products .,in the cahoots,to be in a secret partnership or conspiracy with someone,,,"in the cahoots' means 'to be in a secret partnership or conspiracy with someone'. Given the above knowledge, translate this sentence to Chinese: 'Premier league players are in the cahoots with big business houses for more deals than just endorsing their products .'.",英超联赛球员与大型商业公司勾结，不仅仅是为了代言他们的产品。,英超球员与大企业勾结，不仅仅是为了代言他们的产品。,,3.0,3,3,3
It is usually the father 's sister who comes up with a name for the baby in the Indian culture .,come up with,"to produce or provide something, especially an idea or solution",,,"come up with' means 'to produce or provide something, especially an idea or solution'. Given the above knowledge, translate this sentence to Chinese: 'It is usually the father 's sister who comes up with a name for the baby in the Indian culture .'.",通常在印度文化中，通常是父亲的姐姐为婴儿取名字。,在印度文化中，通常是父亲的姐姐为婴儿取名。,,3.0,3,3,3
We have just been bought over by a new company and It seems as if a sea change is in store for our marketing department .,sea change,a significant and transformative shift; a profound and remarkable change,"摇身一变 (0.80), 翻天覆地 (0.81), 脱胎换骨 (0.81), 翻然改进 (0.78)",翻天覆地,"'sea change' means '翻天覆地'. Given the above knowledge, translate this sentence to Chinese: 'We have just been bought over by a new company and It seems as if a sea change is in store for our marketing department .'.",我们刚刚被一家新公司收购，似乎我们的营销部门即将发生翻天覆地的变化。,我们刚刚被一家新公司收购，市场部似乎将迎来翻天覆地的变化。,,3.0,3,3,3
The courier boy beat a hasty retreat when he heard the dog 's furious barking from the back of the house .,beat a hasty retreat,to quickly leave a place or situation in order to avoid something unpleasant or dangerous,"化险为夷 (0.71), 履险如夷 (0.71)",化险为夷,"'beat a hasty retreat' means '化险为夷'. Given the above knowledge, translate this sentence to Chinese: 'The courier boy beat a hasty retreat when he heard the dog 's furious barking from the back of the house .'.",快速退避。,当快递员听到屋后传来狗愤怒的吠叫声时，他赶紧化险为夷。,,1.0,2,1,1
This diamond is a cut above the rest and You will like it because you have an expensive taste .,a cut above,of higher quality or better than average,,,"a cut above' means 'of higher quality or better than average'. Given the above knowledge, translate this sentence to Chinese: 'This diamond is a cut above the rest and You will like it because you have an expensive taste .'.",这颗钻石比其他的高出一筹，你会喜欢它，因为你有高贵的品味。,这颗钻石比其他的都要好，你会喜欢它，因为你品味高雅。,,3.0,3,3,2
She is my favourite teacher and time flies when she teaches English in the class .,time flies,the perception that time passes quickly,"光阴似箭 (0.70), 年深日久 (0.76), 日月如梭 (0.75), 光阴荏苒 (0.70), 岁月如流 (0.70)",光阴似箭,"'time flies' means '光阴似箭'. Given the above knowledge, translate this sentence to Chinese: 'She is my favourite teacher and time flies when she teaches English in the class .'.",她是我最喜欢的老师，每次她在课堂上教英语时时间就飞逝。,她是我最喜欢的老师，她在班上教英语时，时间过得飞快。,,3.0,3,3,3
Going into a business without carrying out proper studies is like skating on thin ice .,skating on thin ice,taking a risky or dangerous course of action; pushing the limits or boundaries,"不敢越雷池一步 (0.70), 前赴后继 (0.73)",不敢越雷池一步,"'skating on thin ice' means '不敢越雷池一步'. Given the above knowledge, translate this sentence to Chinese: 'Going into a business without carrying out proper studies is like skating on thin ice .'.",没有进行适当研究就进入一项业务就像不敢越雷池一步。,在没有进行适当研究的情况下进入商业领域就像是在薄冰上滑行。,,2.0,3,1,3
You can not believe everything he says since most of them are just tall stories .,tall story,an exaggerated or improbable story,"狗血喷头 (0.70), 天方夜谭 (0.77)",天方夜谭,"'tall story' means '天方夜谭'. Given the above knowledge, translate this sentence to Chinese: 'You can not believe everything he says since most of them are just tall stories .'.",你不能相信他说的每一句话，因为大部分都是天方夜谭。,你不能相信他说的每一句话，因为大部分都是天方夜谭。,,3.0,3,3,3
The smell of spices in the air was making me hungry .,in the air,uncertain or undecided; not settled or resolved,"莫衷一是 (0.71), 坑灰未冷 (0.74)",莫衷一是,"'in the air' means '莫衷一是'. Given the above knowledge, translate this sentence to Chinese: 'The smell of spices in the air was making me hungry .'.",空气中弥漫着香料的味道让我觉得饥饿。,空气中弥漫的香料味让我很饿。,,3.0,3,3,3
"When John heard that his son and his daughter secured the first position in their final exams , it was music to his ears .",music to ears,something that is pleasing or gratifying to hear; good news or information that brings joy or relief,沁人心脾 (0.72),沁人心脾,"'music to ears' means '沁人心脾'. Given the above knowledge, translate this sentence to Chinese: 'When John heard that his son and his daughter secured the first position in their final exams , it was music to his ears .'.",约翰听到他儿子和女儿在期末考试中获得第一名时，这让他沁人心脾。,当约翰听到他的儿子和女儿在期末考试中获得第一名时，真是沁人心脾。,,3.0,3,3,2
The man was hurt to the core by these words and refused to speak to anyone but his wife at the time . ',to the core,completely; deeply; to the very essence or center of something,,,"to the core' means 'completely; deeply; to the very essence or center of something'. Given the above knowledge, translate this sentence to Chinese: 'The man was hurt to the core by these words and refused to speak to anyone but his wife at the time . ''.",这个人被这些话伤到了极点，只愿意和当时的妻子说话。,这个男人被这些话深深地伤害了，除了他的妻子，他那时拒绝与任何人说话。,,3.0,3,2,2
"It 's such a small world , my daughters kindergarten teacher ended up being my old college roommate .",it's a small world,"referring to the surprising or coincidental encounters with unfamiliar people or experiences in unexpected places, suggesting that the world is interconnected and events are not as random as they may seem",,,"it's a small world' means 'referring to the surprising or coincidental encounters with unfamiliar people or experiences in unexpected places, suggesting that the world is interconnected and events are not as random as they may seem'. Given the above knowledge, translate this sentence to Chinese: 'It 's such a small world , my daughters kindergarten teacher ended up being my old college roommate .'.",这个世界真是太小了，我女儿的幼儿园老师竟然是我大学时的室友。,真是个小世界，我女儿的幼儿园老师竟然是我大学时的老室友。,,3.0,3,3,3
"My granny does not like pizza at all , she prefer to eat porridge - really , you ca n't teach an old dog new tricks .",you can't teach an old dog new tricks,"it is difficult to teach or change someone's habits or behaviors, especially if they are set in their ways or resistant to change",本性难移 (0.76),本性难移,"'you can't teach an old dog new tricks' means '本性难移'. Given the above knowledge, translate this sentence to Chinese: 'My granny does not like pizza at all , she prefer to eat porridge - really , you ca n't teach an old dog new tricks .'.",我奶奶一点都不喜欢披萨，她更喜欢吃粥 - 真的，本性难移。,我奶奶一点都不喜欢披萨，她更喜欢吃粥——本性难移。,,3.0,3,3,3
"The country hit by terrorism needs a strong leader , and the new Prime Minister just does n't fill the bill .",fill the bill,to be suitable or meet the requirements,,,"fill the bill' means 'to be suitable or meet the requirements'. Given the above knowledge, translate this sentence to Chinese: 'The country hit by terrorism needs a strong leader , and the new Prime Minister just does n't fill the bill .'.",受到恐怖主义袭击的国家需要一位强有力的领导人，而新任总理并不合适。,这个被恐怖主义袭击的国家需要一个强有力的领导人，而新任总理却并不符合要求。,,2.0,3,3,2
"These are turbulent times , but it must come to an end sometime and There must be some method to this madness .",method to madness,an underlying logic or purpose behind seemingly chaotic or irrational behavior,"乱七八糟 (0.74), 兵荒马乱 (0.75), 急风暴雨 (0.72), 群魔乱舞 (0.71), 颠三倒四 (0.76), 乱作一团 (0.72), 混混沌沌 (0.78), 东歪西倒 (0.79), 声色犬马 (0.76), 飞砂走石 (0.71), 浑浑沌沌 (0.78), 混沌不分 (0.72)",颠三倒四,"'method to madness' means '颠三倒四'. Given the above knowledge, translate this sentence to Chinese: 'These are turbulent times , but it must come to an end sometime and There must be some method to this madness .'.",这是动荡的时期，但总会有结束的时候，这种颠三倒四的状态肯定有其方法。,这些是动荡的时期，但总有一天会结束，这颠三倒四中必定有其道理。,,2.0,3,2,3
I ca n't believe that my husband remembered to bring home sugar and I will have to eat my words .,eat words,to retract or take back something that one has said,,,"eat words' means 'to retract or take back something that one has said'. Given the above knowledge, translate this sentence to Chinese: 'I ca n't believe that my husband remembered to bring home sugar and I will have to eat my words .'.",我简直不敢相信我丈夫记得带回家糖，我将不得不收回我的话。,我不敢相信我丈夫记得带糖回家，我得收回我说的话。,,3.0,3,3,3
"Though Mark may be friends with other girls , he has eyes only for her .",have eyes only for,To be interested in or attracted to only one particular person or thing,怦然心动 (0.71),情有独钟,"'have eyes only for' means '情有独钟'. Given the above knowledge, translate this sentence to Chinese: 'Though Mark may be friends with other girls , he has eyes only for her .'.",尽管马克可能和其他女孩做朋友，但他情有独钟于她。,尽管马克可能和其他女孩是朋友，但他对她情有独钟。,,3.0,3,3,3
Do n't guess the status of this person by looking at his clothes and He is a blue blood of the city .,blue blood,to refer to the nobility or aristocracy; someone of high social standing or pedigree,公子王孙 (0.74),公子王孙,"'blue blood' means '公子王孙'. Given the above knowledge, translate this sentence to Chinese: 'Do n't guess the status of this person by looking at his clothes and He is a blue blood of the city .'.",不要光凭他的衣着来猜测这个人的地位，他是这座城市的公子王孙。,不要通过看他的衣着来猜测他的身份，他是这个城市的公子王孙。,,3.0,3,3,3
