id,idiom,en_meaning,zh_meaning,ja_meaning
5847,白龙鱼服,to act as if nothing happened or to pretend to be innocent,指男子在婚礼上穿的礼服,驚くべき成果や僥倖のことを表すこと
5848,身历其境,to personally experience a situation or event,在实际情况中亲身体验，具体感受,自分自身がその状況を直接経験すること
5849,龙马精神,energetic and spirited; full of vim and vigor,形容精神饱满，活力充沛。特指年纪大了依然保持旺盛的精神状态,精力的でエネルギッシュな態度や精神状態
5850,权衡利弊,weighing the pros and cons,对事情进行权衡，评估利弊,利益と損失を天秤にかけて考慮すること
5851,仰之弥高,Admiring someone to the extent that they seem even more impressive and lofty than they actually are,形容景仰的对象或事物非常崇高，令人感到十分敬畏,ある人や物事を非常に尊敬し、その存在や価値がますます高まる
5852,诛心之论,a cutting or highly critical remark that directly targets someone's intentions or motives,指依据所犯罪恶的行为来破坏其人或其理论、思想等，制造其人或其理论、思想等的错误，使其人自毁其身或其理论、思想等自取灭亡。,他人の心の中にある悪意や欲望を暴露し、その人を批判すること
5853,劫后余生,to survive a disaster or hardship and cherish the opportunity to live on,形容在灾难或危险之后幸存下来，活下来的余生,災難や困難を乗り越え、生き残ること
5854,江山如画,"""beautiful scenery"" or ""picturesque landscape""",形容美丽的山河景色,風景が美しい
5855,十指连心,"to feel a deep affection or connection towards someone, as if their thoughts and feelings are closely linked to one's own",感受心思、心情互相影响的意思,全ての指が心とつながっており、思いやりや配慮があること。
5856,鱼贯而入,entering one by one in an orderly manner,形容人或事物接连不断地进入或通过,一列になって入ること。順番に入ること。
5857,大难不死,"surviving a great hardship or danger; although facing a serious and difficult situation, manage to escape or survive",经历了很大的困难和危险，但最终还是活了下来。,大変な困難を乗り越えて生き残る
5858,富国安民,Wealthy nation and peaceful people,指保持国家的富强和人民的安定。,国家が豊かであり、民衆が安定していること
5859,茕茕孑立,being alone and isolated,孤单无依，独自站立,孤独で孤立した状態である
5860,驽马十驾,being equipped with the best talent available,比喻人员不称职，十个都不中用,能力が低い人が10人いても、どれも十分に成果を挙げることができない
5861,雪兆丰年,Snow heralds a year of abundance,形容下雪后会有丰收的好年景,雪が豊年を告げる
5862,囊括四海,to have control over or include all parts or aspects of something,统治了整个世界，包罗万象,広範囲に及んでいる
5863,大做文章,making a big fuss or elaborate preparations for something,花费大量心思和努力来处理事情或解决问题,大げさに演出すること。過度な盛り上げをすること。
5864,出师无名,to leave without gaining any recognition or fame; to start a career or endeavor anonymously,形容完成一件事情或达到一定水平时，没有受到外界的认可或赞誉,名声もなく立派な実績もないまま、大役に立ち向かうこと
5865,百废待举,many tasks are waiting to be accomplished,许多旧事新事等待着去办、去兴办,様々な改革や進展が待っている状態で、活動がまだ始まっていない。
5866,意兴索然,losing interest and enthusiasm,兴致低落，无兴趣或乐趣,興味や関心が薄れ、飽き飽きしている。
5867,纲纪废弛,laxity in discipline and regulations,指社会道德败坏，秩序松弛，纪律不严的现象,規律や秩序が緩んでいる状態。
5868,破门而出,to break through an obstruction and escape; to emerge from a difficult situation with force and determination,形容猛烈气愤地出去。,勢いよく出て行くこと。また、突然の行動や勇敢な行動をすること。
5869,苟全性命,to prioritize personal safety and survival above all else,牺牲原则、原则问题无论如何都要保住自己的性命,自分の命を守ることに固執し、他のことを顧みない
5870,烟花风月,the beauty of worldly pleasures and romantic affairs; also refers to a glamorous and extravagant lifestyle,形容世间美好的景色和娱乐活动,美しい風景や楽しい催し物を指して、特に雅な雰囲気や華やかさを持つものを表現する。
5871,不可限量,"""limitless"" or ""infinite""",无法限定或估量，数量或程度无法限制或确定,限りなく可能性がある
5872,自我表现,"to showcase or express oneself, often with the intention of gaining attention or recognition",指主动展示自己的才能、特点或表达自己的意见、态度等,自分自身の才能や能力を示すこと、自己主張をすること
5873,清风两袖,completely unaffected or uninvolved,形容人淡泊名利，无私无求,世俗の欲望や利益に左右されず、潔白な心を持ち、清廉な生活を送る
5874,睥睨一切,look down upon everything,鄙视轻蔑地看待一切,全てを軽蔑し見下ろすこと
5875,从容自如,"to be calm and composed, especially in difficult situations",表现得十分从容，自然，毫不拘束。形容心态平和，行动自如。,余裕を持って落ち着き、自由自在に物事を行う
5876,杂七杂八,a mishmash of various unrelated things,形容各种不相干、杂乱无章的事物,いろいろな種類や内容のものが混ざり合っている
5877,今夕何夕,What special occasion is today?,不知道是什么时间,未来の予測が困難である
5878,知人论世,judging people and discussing the world,能够洞察人心、了解人情，以此来判断和评价人和事物,人々の評判や世間の風評を考慮に入れ、人物を判断する
5879,男耕女织,"Men plow, women weave.",男人耕地，女人织布，形容家庭劳动分工明确有序。也比喻夫妻分工合作、各司其责,男が畑を耕し、女が織物をする。
5880,十面埋伏,being surrounded or ambushed from all sides,暗中设下重重的陷阱或伏兵，准备袭击或围困敌人,待ち伏せ攻撃を行うこと
5881,白眼相看,to look down upon or disdainfully at someone,看不起，轻视或鄙视对方,傲慢に見下す
5882,辩才无碍,"Having fluent debating skills, not hindered by anything",能够熟练应对辩论，没有困难或障碍,言葉遣いがスムーズで、議論が得意
5883,逢山开道,clearing the path when encountering obstacles,指遇到困难时有办法克服,困難を乗り越えて成功する
5884,夜深人静,late at night when it is quiet,形容夜晚时间深入，周围环境静谧，几乎没有人声和噪音,夜が深くなり、人が静かであること。特に夜遅く、周りが静かで人が少ないことを指す。
5885,大开眼界,to broaden one's horizons,扩大见识，增长眼界,広い視野を持つようになる
5886,富贵不淫,being wealthy and privileged but remaining virtuous and humble,有了财富和地位，但不被这些物质所腐化,富貴になっても浮つかず、堕落しない
5887,无尽无穷,endless; infinite; boundless,形容数量或程度达到极大或无限大，没有止境,終わりがなく、限りがない
5888,欢蹦乱跳,jumping and hopping with joy,形容非常高兴，兴奋得跳跃、活动不已,大喜びで、はしゃいで動き回る
5889,改辕易辙,change direction and take a new approach,改变车辕，更换车道,計画や方針を変更して目的を達成する
5890,琼浆玉液,precious and exquisite drink; metaphor for something exceptional and highly desirable,指美酒,極上の酒や美味しい液体の意
5891,梦笔生花,words written in a dream come true,形容文笔极佳，写出的字句妙趣横生,筆跡が美しく、書いた字が幻想的なイメージを持つ
5892,荆棘丛生,to encounter numerous difficulties or obstacles,指处境困难，困苦重重。形容环境或情况非常艰难，充满危险和困难,困難が多く、進むのが難しい
5893,荒淫无度,"indulging in excessive pleasure, lacking self-restraint",形容放荡无度，过度纵欲,放縦で節度を欠いた行動
5894,威胁利诱,using both threats and incentives to persuade or manipulate someone,指用恐吓和利诱的手段来影响、控制他人的行为,脅迫や誘惑によって相手を動かそうとすること。
5895,如出一口,speak in exactly the same way,形容说话、写文章风格相同，或意见、论点一致,全く同じようなことを言う
5896,海不扬波,"no disturbance or trouble on the surface, calm and peaceful",形容人的心情非常平静，没有什么波澜起伏,平和な状態を保つ
5897,迟疑不定,"being indecisive and hesitant, unable to make up one's mind",犹豫不决，不能下定决心,迷いがちで、ためらいがある
5898,眉目如画,exquisitely beautiful or picturesque; looking like a painting,形容美丽动人的容貌，特指女子的容貌美丽动人。,見た目が美しく完璧である。
5899,转瞬之间,"in the blink of an eye, in a very short time",表示时间非常短暂，转眼间的意思,瞬く間に
5900,牵羊担酒,doing unnecessary tasks or taking on unnecessary responsibilities,"充当牵羊的人,又担酒器担子,比喻充当别人替罪的角色",他人の責任を引き受けて手伝うこと
5901,驾鹤西游,embarking on a journey to the west by riding a crane,指勇闯异国他乡，或离乡背井，奔赴陌生的地方,老後の幸せを求めて退職し、自由自在に旅行すること
5902,从头到尾,from beginning to end,从一开始到最后结束,最初から最後まで
5903,不乏先例,"not lacking precedents, there are plenty of precedents",指有许多类似的前例可供借鉴、衡量,多くの先例がある
5904,相时而动,"act accordingly to the situation, adapt to changing circumstances",根据时势变化而采取行动,時に応じて行動する
5905,连枝带叶,connected and dependent on each other,指连同树枝和叶子，一起包括。形容关系密切，互相依存,一つのことに関連して他のことも関係している
5906,改恶从善,"recognizing and correcting the wrongdoings, and turning to good behavior",指转变错误的行为，改正恶习，迁就善良。,悪いことから良いことに変える
5907,九天仙女,beautiful and elegant lady,形容美女。,天に昇る仙女
5908,杀鸡儆猴,To kill the chicken to scare the monkey,用杀鸡吓唬猴子，警告示范，对某人进行警戒。比喻对某个人以打击来警戒别人。,一匹狼を殺すことで一群の猿に威嚇を与える
5909,金刚怒目,angry and glaring fiercely,愤怒的目光,非常に怒っている様子で、非常に厳しい目つきで相手を見つめる
5910,告贷无门,"unable to borrow money, no one willing to lend",无法借到钱，无法得到帮助,借金をする余地がないこと。
5911,公子哥儿,"""young master"" or ""son (of a wealthy family)""",指家里宠爱的儿子，也泛指家境富裕的人,お坊ちゃん
5912,以汤止沸,to use a temporary solution to resolve an urgent issue,用某种方法或措施来解决问题，使问题得到缓解或稳定,困難や危機を回避するため、一時的な解決策を見つける
5913,杏花春雨,a short-lived love affair,指坏事代表好事，花言巧语，表面好看，实际无用,春の杏の花のようなさわやかな雨。愛の告白や誓いの言葉
5914,民殷国富,prosperous nation with wealthy people,指国家富强，人民安康,国民が豊かになり、国が繁栄する
5915,身单力薄,weak and powerless,力量薄弱，无力进行抵抗,一人では力が弱く、支えや援助が必要な状況
5916,步履蹒跚,walking unsteadily or with a limp,行走时脚步不稳，身体摇摇晃晃的样子。比喻病重或年老行动困难,不安定な歩行や動作をすること
5917,形色仓皇,panic-stricken and flustered in appearance,形容面容和神态慌乱、不安,驚きや動揺のあまり、慌てふためくさま。外見上は冷静であっても内心は混乱している様子。
5918,立时三刻,immediately; instantly; without delay,立即就要,即座に、すぐに
5919,天崩地陷,"total chaos or destruction, a catastrophe",形容局势非常动荡或者灾难的来临,天と地が崩れ落ちるほどの大変動
5920,一语中的,"getting straight to the point, expressing something accurately and incisively",一下子说到点子上；形容说的话、写的字、办的事等，很中肯，不离题,非常に的確な意見や表現で、一言で事実を述べる
5921,补天浴日,to try to remedy an irreversible mistake or correct the unchangeable situation,比喻举目无亲友或世事无足重者，自寻娱乐或图消遣,困難な任務に臨んで、大いなる努力をして成功する
5922,四脚朝天,lying upside down with all four legs in the air,指人或物被打倒、翻倒或仰面朝上的样子,大変な状況になること
5923,郑人买履,"""buying someone else's shoes"" (making a decision based on someone else's experience or perspective)",指明知购物非常亏本，却还要买下来供自己欣赏,人に劣るものを買う
5924,草木知威,Even plants and trees can sense one's power and authority,指草木能感受到威严的气势。比喻人们对有威望、有能力的人都怀抱敬畏之情。,自然界の植物や草木でも威厳を持つことを知っている
5925,琼枝玉叶,beautiful and valuable decoration or ornament,形容女子美丽，如玉般清雅,美しい花や葉を持つことを比喩して、優れた才能や品質を持つこと
5926,福寿无疆,an everlasting life filled with happiness and blessings,长命百岁，福气无穷无尽,福寿が限りなく続く
5927,挨肩擦背,to brush shoulders; to have close contact or dealings with someone,形容人多拥挤在一起，密切接触的情况,非常に近い距離であり、密接な関係にあること
5928,成千上万,thousands upon thousands,表示数量极多，形容数量非常庞大,非常に多くの数のものがあることを表す
5929,盈盈秋水,"eyes that are bright and clear, like autumn water",形容女子眼睛明亮湿润，清澈透明,優しい感じの目が清らかで、涼しい感じがする
5930,现世现报,retribution in this lifetime,即时地受到报应，现世受到现报,現世での報い
5931,乘兴而来,"to come with enthusiasm, to come in high spirits",因为兴趣或情绪高涨而前来做某事,楽しい機会やイベントに参加するために来る
5932,如牛负重,"""carrying heavy burdens like a cow"" or ""bearing heavy responsibilities without complaint""",形容人能够承担重大责任或压力。,牛が重い荷物を背負うように
5933,专心一志,to be focused and dedicated on one goal,指全神贯注地专注于一件事情，不分散注意力,一つのことに集中し、ひたすら取り組む
5934,玉骨冰肌,beautiful and delicate skin like jade and ice,形容女子美貌纯洁,美しい肌のこと。非常にきれいで美しい肌のことを指す。
5935,半老徐娘,a middle-aged woman who still looks youthful and attractive,形容年纪虽然有些大了，但仍然保持了美丽和魅力。,年をとったがまだ色気のある女性。
5936,画中有诗,being able to find inspiration and deeper meaning within a painting,形容画得生动逼真，令人联想起诗情画意,絵の中に詩がある
5937,酒足饭饱,having eaten and drunk enough; fully satisfied,形容吃喝得很饱，非常满足,満足していて、何も欲しがらない
5938,独有千秋,having a unique and long-lasting influence or significance,仅自己能享有辉煌的成就或精彩的表演,独自の優れた特徴や価値を持っており、他とは違って長く続く。
5939,发指眦裂,"extremely enraged, to the point of one's hair standing on end and one's eyes splitting",非常愤怒，极度生气,憤慨して怒りを表すこと
5940,音信杳无,no news or information at all,消息完全没有，毫无音讯。形容失去了联系，毫无线索可寻,音信不通
5941,疲惫不堪,exhausted and worn out,非常疲倦，无法再继续下去,ひどく疲れ果てている
5942,慢条斯礼,taking a leisurely and unhurried approach; behaving in a calm and composed manner,慢慢地，从容不迫地进行某种活动,ゆっくりと、丁寧に行動すること
5943,博学多闻,"knowledgeable, well-informed",形容广泛博采众长的学识和丰富的知识,博学多識
5944,钉头磷磷,meticulous and thorough,形容做事狠毒、果断，不拖泥带水,しっかりとした様子や姿勢を持っている
5945,春回大地,spring returns to the earth,形容冬季过去，春天到来，大地复苏，生机勃勃,春が大地に戻る
5946,遇难呈祥,good fortune arising from a calamity; a blessing in disguise,意外困境中出现好的征兆或好运气,遭難することで幸運な出来事が訪れる
5947,心浮气盛,to have a fickle and arrogant mindset,形容人心情浮躁，意气飞扬，没有定力或踏实的态度,心が浮かれていて、誇大な自信を持っている状態。
5948,飘泊无定,to wander without a fixed destination or settled life,形容人没有固定的住所、没有一片安稳的天地,彷徨して安定せず、定まった場所がない。
5949,谆谆教导,patiently and earnestly teaching and advising,反复恳切地教导或劝告别人,繰り返し熱心に教えること。また、誠実で真摯な助言や指導を与えること。
5950,旖旎风光,picturesque scenery; beautiful and enchanting views,形容景色美丽动人，令人陶醉,美しく華麗な景色
5951,俯拾皆是,to be able to acquire something easily and everywhere,到处都是，随手可得,手元に拾ったものが全て有用なものであること。また、容易に手に入るものが多いこと。
5952,生而知之,to be born with knowledge; innate knowledge,形容天生聪明，机智过人，对事物的本质和真相有很强的洞察力,生まれつき知っている。
5953,有勇有谋,having both bravery and strategy,既有勇气，又有谋略或智慧；指一个人既勇敢，又能谋划计策，能应付各种复杂的情况,勇気もあり、計略もある
5954,遐迩闻名,"widely known or famous, both near and far",广泛地听到远近的名声；指名声传遍了远近,広く遠くで有名なことや人のこと。
5955,连绵起伏,"a continuous and undulating pattern, often used to describe a landscape or a series of events that rise and fall in intensity or elevation",形容山势或波浪起伏不断,連続して起伏する、変化が連続的である
5956,爬山涉水,overcoming difficult obstacles and hardships,形容经历各种困难和艰险的努力，迈向成功的过程,困難な状況や障害を乗り越えて目標に向かって努力する
5957,问鼎中原,aspiring to become the dominant power or leader in a certain field or industry,渴望获得权力或成为领导者。出自历史典故，指战国时代赵国的荆轲刺秦时期，一个战国时期秦国的官僚自夸荆轲贤能，建议他去赵国发展。秦国拒绝了，于是荆轲自己去求赵王帮助，表现出极其强烈的个人意志。后来有时用来形容一个人的勇气和进取心，表示渴望争强好胜的心情。,中国全土を征服し、統治することを目指す。
5958,管宁割席,cut off ties with someone; sever a relationship with someone,比喻断绝与朋友之间的关系或割舍与某人的联系,友情や関係を断ち切ること。また、親しい関係にある人とも断絶すること。
5959,江郎才尽,to exhaust one's literary talent; to run out of ideas,形容一个人的才能用完了，再也没有创作出新作品的能力,才能が枯渇してしまい、アイデアや創造性を失う
5960,蜜里调油,add fuel to the fire,暗中勾结或串通一起，进行欺骗或作弊,非常に上手に調節する
5961,生死相依,mutually dependent on each other for life and death,形容关系非常密切，彼此离不开，生与死都相依相扶的情况,生と死が結びついており、お互いに依存している状態
5962,穿红着绿,wearing red and green,形容穿着不搭配，不符合礼俗或审美要求,目立つように、派手な服装をしている
5963,杨柳依依,willow trees swaying gently in the wind,形容女子柔美幽怨的样子,柳の木がしなやかに揺れる様子
5964,剪草除根,eliminate the root,对问题或隐患采取彻底解决的措施,根本的に解決する
5965,义正辞严,righteous and powerful in speech,以正义的态度和语言严肃地陈述问题或对待事情,正義を主張する時に、言葉や態度が堂々としている
5966,畅行无阻,smooth and unobstructed,形容行动或交通没有任何障碍，顺畅无阻,障害や困難などなく、滞りなく進むこと
5967,口干舌燥,"having a dry mouth and tongue, usually due to talking too much",因说话过多，喉咙感到干燥,のどが渇き、舌が乾く。言葉を発することが難しくなるほどに渇きが強い状態。
5968,漫不经意,"casually, without intention or careful consideration",形容做事不认真、不细心，马虎大意,何気なく、考えずに行動する
5969,鲁鱼亥豕,an awkward and inappropriate combination; something that is mixed up or mismatched,意思混乱，缺乏条理,大まかなことも理解できない、全く異なるものを混同する
5970,怅然若失,feeling disappointed and lost; feeling at a loss; feeling disheartened,感到失望、迷茫和不知所措,がっかりして、迷子になるような感じ
5971,大败亏输,to suffer a major defeat and incur heavy losses,比喻非常失败，损失惨重,大敗し、損失を被る
5972,如痴如醉,being infatuated or obsessed with something,形容非常痴迷或陶醉，置身于某种境地而难以自拔,夢中になって何も考えられない
5973,形容枯槁,describing as withered and dried up,描述一个人或物极为干瘪、干燥、缺乏生气的外表,やせ細った様子を表す
5974,道不拾遗,uphold justice and not ignore wrongdoing,人人遵循道德规范，不遗漏任何细节,道に迷い物を見つけることがない。
5975,心腹大患,a great hidden danger in one's own camp or inner circle,指对自己百害而无一利的人。,大切な問題や困難な状況に直面している
5976,山重水复,a difficult and treacherous path; also refers to a complex and difficult situation,形容山势重叠，水流回旋的地方。也形容路途崎岖、艰险曲折的,山々が連なり、水が複数の方向から流れるような景色
5977,不得善终,not be able to have a peaceful and happy ending; not be able to die a natural death,指坏人作恶多端，罪行深重，最终得到应有的惩罚,不正な行為や悪事のために最後まで幸せになれないこと
5978,看菜吃饭,to only focus on immediate needs and not consider long-term consequences,只顾自己的利益，不顾他人的困难,料理を見るように物事を行うこと。また、のんびりと過ごすこと。
5979,风轻云淡,"being indifferent and nonchalant, not concerned with worldly matters",形容心情平淡，不为外界干扰所动，也形容事态轻微，不足为惧,物事に対して冷淡である
5980,宜嗔宜喜,appropriate to be both angry and happy; expressing mixed feelings,应当生气，也应该高兴,怒ってもよく、喜んでもよい。すべてのことに対して適切に反応すること。
5981,舌剑唇枪,a battle of words or verbal confrontation,比喻辩论或争吵得非常厉害，口才非常出众,言葉と言葉の攻撃のように鋭い言葉を使うこと
5982,情逾骨肉,emotional attachment surpassing that of blood relatives,形容感情深厚到超过骨肉亲戚的程度,血のつながりを超えて、情愛や感情が深いこと。
5983,干脆利落,clear-cut and decisive,做事情果断利落，不拖泥带水,すっきりとしていて、迅速で効率的なこと
5984,正心诚意,sincerity and genuine intention,真诚坦率地，没有虚伪和欺骗,心を正直に保ち、真剣に取り組むこと。また、誠実で真面目な態度を持つこと。
5985,如临深渊,"standing on the precipice, facing imminent danger",形容处于非常危险或困难的境地,深淵の縁に立っているような状況に直面する
5986,祸福相依,misfortune and blessings are intertwined,形容祸事与福事紧密相连，无法分离,禍福は縁と化す。幸福と災難は互いに依存し合う。
5987,六朝金粉,the beauty and allure of a city in ancient times,形容美女或美景如金一般精美绚丽，也用来形容繁华的都市或时光荏苒，时光转瞬即逝,華やかさを持つが、実態は価値がないもの
5988,革面洗心,"""To change one's appearance and cleanse one's heart"" or ""to completely transform oneself, particularly through giving up old habits or beliefs and embracing new ones""",改变面貌，洗净心灵。形容彻底改过自新。,新たな心を持って反省し、改善する
5989,朗朗乾坤,"""bright and vibrant world"", ""a world full of vitality""",天地之间光明磊落，恢宏有力。形容气势宏大，光明正大。,明るく広々とした世界
5990,清心寡欲,having a pure heart and few desires; being content with little,拥有清净的心灵，对物质欲望少有追求,心を清らかに保ち、欲望を抑える
5991,山中宰相,a person of great wisdom or capability who remains hidden or unnoticed,指出身卑微而有智慧才能的人,場違いな人
5992,点睛之笔,a crucial or finishing touch that brings out the best in something,最能够起作用、最能够给事物增色的一笔。形容在整体中起到关键作用的细小的事物或观点。,仕上げの一筆
5993,孤军作战,fighting alone without any support or assistance,比喻在困境中独自奋斗或面对众多对手而无援助,独りで戦う
5994,非此即彼,"""either this or that"", indicating that there are only two options or possibilities",指只有两个选择，要么是这个，要么是那个。形容思维固化，缺乏灵活性,一つではなく、他の一つ
5995,过桥抽板,to remove the bridge after crossing it; to abandon someone or something after benefiting from them,指做事情时，本来已知道有危险，却不加小心，结果发生了意外并遭到了损失,架け橋の板を抜くこと
5996,必经之路,a necessary or inevitable path that one must go through,不可避免的过程或道路,避けて通ることができない道。必ず経験しなければならない道。
5997,洞幽察微,keenly observing and understanding the subtle details or hidden truths,善于观察细微之处，洞悉深奥之意,微細なことまで見抜く
5998,长夜难明,"difficult to see the end of a long night, in a state of great uncertainty or despair",形容问题、困境等久久不能解决、明了，使人感到很迷茫、痛苦,長い夜が明けにくく、苦しい状況
5999,心无旁骛,fully concentrate on one thing without any distractions or deviation,专心致志，不分心,他のことに気を散らさず、心を集中させる
6000,与民除害,eliminating harm for the benefit of the people,为了消除人民的危害或害处而行动,悪者を取り除き、正義を行うこと
6001,晨光熹微,the soft and faint morning light; refers to the peaceful and quiet atmosphere in the early morning,指早晨的光线微弱，比喻事物刚开始发展，程度尚浅,早朝の光が薄くなっている
6002,扭扭捏捏,"acting coy, hesitating or being indecisive",形容做事犹豫不决，不果断,ぐねぐねして拒絶したり意思表示をはっきりさせないこと。
6003,大喜若狂,extremely happy and ecstatic,形容非常高兴、兴奋而表现得狂乱的样子,極度に興奮や喜びを感じ、制御を失って行動する
6004,心事重重,burdened with heavy thoughts,形容心中的事情非常重重，忧虑或困扰很多,心配や悩みが山積みになっている
6005,归根结底,Ultimately; at the end of the day,指事物的本质或根源，即归结到最后的结局或结果,最終的には、本質的な要点に戻る
6006,不生不灭,neither being born nor perishing,永恒存在，没有始终。有时也用来形容坚持原则，毫不动摇。,生まれも死にもしない
6007,自求多福,relying on oneself for good fortune,表示自己主动寻求好运或幸福，不依赖他人,自ら運命を切り開き、多くの幸運を求めること。
6008,垢面蓬头,having a dirty face and uncombed hair,形容人非常肮脏、邋遢,だらしなく見える外見や風貌を持つ
6009,贩夫走卒,peddlers and hired laborers,比喻身份卑微，职业低下的人,身分の低い者や貧しい人々
6010,厚古薄今,valuing the past and disregarding the present,偏重于尊重古代而轻视现代，不重视现实生活,過去のものや古いものを重んじ、現代のものや新しいものを軽んじること。
6011,三寸之舌,"the power of persuasion or eloquence, referring to someone's ability to express themselves effectively and convincingly with just a few words",用来形容才能妙到化境的辞令,語彙力が非常に上手く、わずか三寸の舌で相手を説得できるほどの巧みさ
6012,千愁万绪,countless worries and troubles,比喻烦恼事情很多，情绪复杂,千千万万の苦しみや心配事
6013,两世为人,living two different lives,指人过去是坏人，现在变成了好人。比喻人改恶从善，彻底改变了自己的生活态度和行为方式。,2つの異なる時代に生きること。または、前世と後世の2回生まれ変わること。
6014,虎视耽耽,vigilantly watching for an opportunity,形容戒备警惕，时刻准备着对付敌人,油断なく注意深く監視すること。または、用心深く慎重に行動すること。
6015,积习难改,hard to change deep-rooted habits,形容长期养成的坏习惯或错误观念难以改变,長年の習慣や癖を変えることが難しい
6016,苦身焦思,to suffer physically and mentally from overthinking or worrying,形容十分焦急或者苦恼,困難や苦しい状況で精神的に悩み、思い悩むこと
6017,人稠物穰,crowded with people and abundance of resources,形容人口众多，物产丰富,人口が多く、物資が豊富である。
6018,富贵逼人,wealth and status can drive people to extreme measures,形容富有和地位压得人喘不过气来，也形容富人的傲慢态度压迫人。,富貴によって人を追い詰める
6019,平安无事,safe and sound,没有发生意外事件，一切安好,安全で何も問題がないこと。
6020,鉴貌辨色,judging someone's character and abilities based on their appearance,凭外貌分辨出人的性格、品质或真实面目,見た目から本性や本質を判断すること
6021,晨钟暮鼓,continual sound of morning and evening bells and drums,早晨的钟声，傍晚的鼓声。形容整天持续不断的声音或活动,朝から夜まで鐘や太鼓が鳴り響く
6022,误国殃民,bring disaster to the country and the people due to negligence or incompetence,因己而误国家，使国家和人民遭受灾难,国家や国民にとって大きな災禍をもたらすこと。国を誤ることで、国民全体が苦しむ。
6023,百花争艳,many different things competing to be the best; a situation where many different people or things are trying to be the best or most attractive,形容众多事物或人争相展示各自的优点、才华，竞相吸引人的注意力,多くの美しい花が競って咲く
6024,无所不晓,"know everything, be knowledgeable in all aspects",形容知识广博，无所不知,あらゆることを知り尽くしている
6025,自贻伊戚,to bring trouble upon oneself through one's own actions or behavior,因为自己的错误或愚蠢而幸灾乐祸,自分で自分に悲しい思いをさせる
6026,此恨绵绵,this lingering resentment,形容深深地懊恼、痛苦的心情一直持续着,この悔しさが絶えず続いている
6027,卖国求荣,betray one's country for personal gain,出卖国家利益，争取个人荣华,国家の利益を犠牲にして自分の栄誉や利益を追求すること。
6028,砥柱中流,being the main pillar or backbone in difficult times or a critical situation,在事物的中央起支撑作用,確固な支えとして立つこと。
6029,沐猴而冠,wearing a monkey's hat,形容外表看起来似乎有本事而实际上没有能力或经验,見かけだけではなく、実際には資格や能力がないのに、偉ぶりや得意気に振る舞うこと。
6030,以身许国,"dedicating oneself to the country, willing to sacrifice oneself for the nation",指为国家、民族利益不惜牺牲个人利益,自分の身を捧げて国のために尽力する
6031,香车宝马,luxury or high-end car,形容富贵场合中豪华的座驾,豪華で高級な車両や馬を指すことで、富や高い地位を象徴する
6032,不远万里,"to go a great distance, regardless of obstacles or difficulties",指为了达成目标或目的不惜长途跋涉，不辞辛劳,遥か彼方まで行くことができる
6033,群雌粥粥,a situation where multiple women are vying for the attention and favor of the same man,形容许多女子聚在一起，互相勾结。,多くの女性が一箇所にいる様子。
6034,拿腔作调,speak in a sweet-talking and affected manner,故意模仿别人的语气、声音和调子，不真实、不自然,言葉や声の調子を作って冗談やおせっかいをする
6035,深山密林,deep mountains and dense forests,比喻深入偏僻、人迹罕至之处,山深い森林
6036,慎终追远,paying respect to the deceased and honoring one's ancestors,对于过世的人要尽的孝道，对余孝远亲要慎重对待,大切に最後まで世話をする
6037,情深意重,deep feelings and profound meaning,情感深厚，意义重大,深い愛情や思いがある
6038,酣然入梦,falling deeply asleep,形容非常疲劳或非常满足，进入梦乡,深く眠りこける
6039,月晕而风,an atmospheric phenomenon where the moon appears hazy and the wind blows,环境良好，宜人宜居,月明かりがくらんでいるときに、風が吹くこと。何かが起ころうとしている。
6040,震聋发聩,"astonishing and shocking, making a deep impression",形容声音或事物的轰动之大，震动人心,驚くべき出来事や発見があり、人々を驚かせる
6041,珍馐美馔,delicious and exquisite food,指美味的食物,美味な料理や食べ物
6042,心向往之,yearn for something or someone,渴望得到或亲近的事物,心から望んでいること。心が向かう思いを持っていること。
6043,擅作威福,"abuse of power, acting tyrannically",滥用权势，任意妄为,権力を乱用していいように振る舞う
6044,众星捧月,being surrounded or adored by many people,形容众人围绕着一个出类拔萃的人,多くの人々が1人の人物を称賛し、崇拝すること。
6045,黯然无光,"dim and lackluster, without any brightness or brilliance",没有任何亮点或优点，形容非常糟糕或令人失望,暗くなり、光を失う
6046,忍辱偷生,tolerate humiliation and live a meager life,忍受屈辱而保命，比喻在困境中委曲求全,辱めを忍んで生き延びる
6047,波涛汹涌,"a situation that is filled with great turbulence and chaos, resembling powerful waves crashing and surging",形容局势或情况非常激烈或动荡不安,激動し、荒れ狂う様子を表す。状況や感情が激しく変化している様子。
6048,洞见症结,to see the crux of the matter or the key issue,深刻地看出问题的核心所在。,問題や矛盾の核心を見抜くこと。
6049,废寝忘餐,"neglecting sleep and meals, being completely engrossed in something",形容因专心工作而忘记了睡觉和吃饭,睡眠や食事を無視するほどに忙しく取り組むこと
6050,才德兼备,possessing both talent and virtue,形容一个人有才能和德行。,才能と徳を兼ね備える
6051,内外夹攻,being attacked from both inside and outside; also refers to being criticized or opposed from multiple directions,遭到内外两方面的围攻，形势十分困难,内外から攻撃されること。さまざまな方向から攻撃を受けること
6052,至亲好友,close relatives and friends,最亲近而且非常要好的朋友,最も親しい友人や家族のこと。
